Nome,Lotação,Cargo,RemuneraçãoParadigma(1),VantagensPessoais(2),"Subs., Dif. Subs., Função Conf. ou Cargo Comis.",Indenizações(3),VantagensEventuais(4),Gratificações(5),Total deCréditos(6),PrevidênciaPública(7),Impostode Renda(8),DescontosDiversos(9),Retençãopor TetoConst.(10),Total deDébitos(11),RendimentoLíquido(12),Remuneraçãodo Órgão deorigem(13),Diárias(14)
VANESSA BANNITZ BACCALA DA ROCHA,FORUM DA COMARCA DE OSASCO,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.475,51",,"44.167,41","3.025,01","6.259,33",,,"9.284,34","34.883,07",,
CARINA LUCHETA CARRARA,1ª VARA CRIMINAL DA COMARCA DE JAÚ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","10.028,13",,"44.167,41","3.184,23","6.215,55","6.748,68",,"16.148,46","28.018,95",,
MAURICIO BRISQUE NEIVA,2ª VARA CÍVEL DA COMARCA DE JACAREÍ,Juiz de Direito de Entrância Final,"28.947,55",,,"814,00","10.028,13",,"39.789,68","3.184,23","6.215,55","333,00",,"9.732,78","30.056,90",,
CAIO FERRAZ DE CAMARGO LOPASSO,2ª VARA CRIMINAL DA COMARCA DE GUARULHOS,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","10.028,13",,"44.167,41","3.184,23","6.215,55",,,"9.399,78","34.767,63",,
THIAGO ELIAS MASSAD,2ª VARA CÍVEL DA COMARCA DE MAUÁ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","11.314,65","14.473,77","59.927,70","4.776,34","6.215,55","6.878,72",,"17.870,61","42.057,09",,
EMERSON NORIO CHINEN,7ª VARA CÍVEL DA COMARCA DE SÃO JOSÉ DOS CAMPOS,Juiz de Direito de Entrância Final,"28.947,55",,,"814,00","10.028,13",,"39.789,68","3.184,23","6.215,55",,,"9.399,78","30.389,90",,
ANA LIA BEALL,3ª VARA CÍVEL DA COMARCA DE SUMARÉ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.732,73","10.028,13",,"44.708,41","3.184,23","6.163,41","37,00",,"9.384,64","35.323,77",,"1.654,58"
ROBERTA LUCHIARI VILLELA,FORUM DA COMARCA DE RIBEIRÃO PRETO,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","10.993,11",,"43.685,01","3.025,01","6.259,33",,,"9.284,34","34.400,67",,
LUIZ GUSTAVO GIUNTINI DE REZENDE,FORUM DA COMARCA DE PEDREGULHO,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.191,73","9.087,63",,"40.405,28","2.873,85","5.524,95","37,00",,"8.435,80","31.969,48",,"1.654,58"
ANDREA GALHARDO PALMA,3ª VARA CÍVEL,Juiz de Direito Titular I,"28.947,55",,,"5.191,73","10.028,13",,"44.167,41","3.184,23","6.215,55",,,"9.399,78","34.767,63",,
MARIA CECILIA FAULIN DOS SANTOS RESCHINI,VARA JUIZADO ESPEC CÍVEL E CRIM DA C DE MATÃO,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","9.545,73",,"42.237,63","3.025,01","5.861,30","555,00",,"9.441,31","32.796,32",,
VANESSA CAROLINA FERNANDES FERRARI,1ª VARA CÍVEL DO FR V  SÃO MIGUEL PAULISTA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","10.028,13",,"44.167,41","3.184,23","6.215,55","5.955,19",,"15.354,97","28.812,44",,
GUILHERME EDUARDO MENDES TARCIA E FAZZIO,4ª VARA CÍVEL DA COMARCA DE JAÚ,Juiz de Direito de Entrância Final,"28.947,55",,,"2.174,00","10.028,13",,"41.149,68","3.184,23","6.215,55","3.851,13",,"13.250,91","27.898,77",,
ANA PAULA ACHOA MEZHER GIBSON,2ª VARA CRIMINAL DA COMARCA DE OSASCO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","18.390,51",,"52.529,79","3.184,23","7.645,84","5.686,99",,"16.517,06","36.012,73",,
CRISTINA ESCHER,7ª VARA DA FAMÍLIA E DAS SUCESSÕES,Juiz de Direito de Entrância Final,"28.947,55",,,"5.655,73","10.028,13",,"44.631,41","3.184,23","6.215,55","3.709,72",,"13.109,50","31.521,91",,
ADRIANA MOSCARDI MADDI FANTINI,3ª VARA CÍVEL DA COMARCA DE ARAÇATUBA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","10.028,13","14.473,77","58.641,18","4.776,34","6.163,41","4.297,32",,"15.237,07","43.404,11",,
GLAIS DE TOLEDO PIZA PELUSO,2ª VARA DA FAMÍLIA E SUCESSÕES DO FR VIII TATUAPÉ,Juiz de Direito Titular I,"28.947,55",,,"5.550,43","10.028,13",,"44.526,11","3.184,23","6.215,55","222,00",,"9.621,78","34.904,33",,
ROBERTA VIRGINIO DOS SANTOS,F D DE JARINU DA COMARCA DE ATIBAIA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.950,73","16.634,91",,"48.711,56","2.873,85","6.731,09","66,00",,"9.670,94","39.040,62",,
RODRIGO CHAMMES,4ª VARA CÍVEL DA COMARCA DE ARAÇATUBA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","10.028,13",,"44.167,41","3.184,23","6.215,55",,,"9.399,78","34.767,63",,
JULIANA CRESPO DIAS,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.475,51",,"44.167,41","3.025,01","6.259,33","407,00",,"9.691,34","34.476,07",,
MARCOS AUGUSTO BARBOSA DOS REIS,1ª VARA CRIMINAL DA COMARCA DE ITAQUAQUECETUBA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","10.028,13","14.473,77","58.641,18","4.776,34","6.215,55",,,"10.991,89","47.649,29",,
EDUARDO PEREIRA SANTOS JUNIOR,TRIBUNAL DE JUSTIÇA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","10.028,13",,"44.167,41","3.184,23","6.215,55",,,"9.399,78","34.767,63",,
FERNANDO FRANCA VIANA,3ª VARA CÍVEL DA COMARCA DE ITU,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","10.028,13",,"44.167,41","3.184,23","6.215,55",,,"9.399,78","34.767,63",,
ANTONIO CARLOS MALHEIROS,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11","6.243,93",,"5.191,73","18.340,80",,"60.247,57","3.638,42","6.113,93","10.481,98",,"20.234,33","40.013,24",,
MOACIR ANDRADE PERES,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11","6.243,93",,"6.707,21","11.025,54",,"54.447,79","3.638,42","9.388,80",,,"13.027,22","41.420,57",,
LUIZ ANTONIO DE GODOY,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11","8.286,59",,"5.191,73","18.569,60","686,38","63.205,41","5.681,08","8.445,87","6.285,55",,"20.412,50","42.792,91",,
RICARDO CARDOZO DE MELLO TUCUNDUVA,TRIBUNAL DE JUSTIÇA,Desembargador,"30.471,11","6.243,93",,"5.191,73","18.661,66",,"60.568,43","3.638,42","7.121,87","29,00",,"10.789,29","49.779,14",,
LEONARDO CACCAVALI MACEDO,3ª VARA DA FAM E SUC DA C DE S BERNARDO CAMPO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
HELIO VILLACA FURUKAWA,2ª VARA CRIMINAL DA COMARCA DE ITU,Juiz de Direito de Entrância Final,"28.947,55",,,"814,00","9.649,10",,"39.410,65","3.184,23","6.215,55","37,00",,"9.436,78","29.973,87",,
MIGUEL FERRARI JUNIOR,43ª VARA CÍVEL,Juiz de Direito Titular I,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
RODRIGO OCTAVIO TRISTAO DE ALMEIDA,2ª VARA DA COMARCA DE DESCALVADO,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.326,23","17.417,17",,"48.869,32","2.873,85","5.524,95","111,00",,"8.509,80","40.359,52",,
GUSTAVO DALL OLIO,8ª VARA CÍVEL DA COMARCA DE SÃO BERNARDO DO CAMPO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.184,23","6.215,55",,,"9.399,78","34.388,60",,"4.136,45"
ANTONIO FERNANDO SANCHES BATAGELO,VARA JUIZADO ESPECIAL CÍVEL DA C DE ARAÇATUBA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.184,23","6.215,55",,,"9.399,78","34.388,60",,
FABRICIO HENRIQUE CANELAS,3ª VARA CÍVEL DA COMARCA DE MOGI DAS CRUZES,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.184,23","4.457,85","7.949,16",,"15.591,24","28.197,14",,
LEILA FRANCA CARVALHO MUSSA,3ª VARA CÍVEL DA COMARCA DE CARAPICUÍBA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.506,48","9.649,10",,"44.103,13","3.184,23","6.215,55",,,"9.399,78","34.703,35",,
MARCUS VINICIUS BACHIEGA,1ª VARA CÍVEL DA COMARCA DE BOTUCATU,Juiz de Direito de Entrância Final,"28.947,55",,,"5.916,61","9.649,10",,"44.513,26","3.184,23","6.111,27","37,00",,"9.332,50","35.180,76",,"3.955,45"
MARCELA RAIA DE SANT ANNA,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.500,18",,"34.192,08","3.025,01","6.259,33",,,"9.284,34","24.907,74",,
DEBORAH LOPES,2ª VARA CÍVEL DO FR VI  PENHA DE FRANÇA,Juiz de Direito Titular I,"28.947,55",,,"5.490,63",,,"34.438,18","3.184,23","6.215,55",,,"9.399,78","25.038,40",,
ALEXANDRE TORRES DE AGUIAR,1ª VARA CRIMINAL DA COMARCA DE SÃO VICENTE,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
SILVANA CRISTINA BONIFACIO SOUZA,VARA JUIZADO ESP CÍVEL E CRIM DA COMARCA DE ASSIS,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"814,00",,,"28.314,17","3.025,01","5.861,30","3.045,63",,"11.931,94","16.382,23",,
FABIO HENRIQUE FALCONE GARCIA,3ª VARA CÍVEL DO FR V  SÃO MIGUEL PAULISTA,Juiz de Direito Titular I,"28.947,55",,,"5.191,73",,"14.473,77","48.613,05","4.776,34","6.215,55","666,00",,"11.657,89","36.955,16",,
GERDINALDO QUICHABA COSTA,VARA JURI EXEC CRIM INF JUV DA C DE AMERICANA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.829,63","9.649,18",,"44.426,36","3.184,23","7.895,43",,,"11.079,66","33.346,70",,
ALESSANDRA LOPES SANTANA DE MELLO,2ª VARA CÍVEL DA COMARCA DE SOROCABA,Juiz de Direito de Entrância Final,"28.947,55",,,"6.096,86","10.131,50",,"45.175,91","3.178,90","6.203,70","77,42",,"9.460,02","35.715,89",,
DIEGO FERREIRA MENDES,FORUM DA COMARCA DE SÃO ROQUE,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"7.691,73","9.166,70",,"44.358,60","3.025,01","5.861,30",,,"8.886,31","35.472,29",,
CARLA DE OLIVEIRA PINTO FERRARI,2ª VARA FAMÍLIA E SUCESSÕES FR I  SANTANA,Juiz de Direito Titular I,"28.947,55",,,"814,00",,,"29.761,55","3.184,23","6.215,55","740,00",,"10.139,78","19.621,77",,
MARCELO VIEIRA,VARA DO JUIZADO ESPEC CÍVEL E CRIM DA C DE LIMEIRA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.834,23","2,02",,"34.783,80","3.184,23","6.215,55","111,00",,"9.510,78","25.273,02",,"790,29"
ADILSON VAGNER BALLOTTI,5ª VARA DA COMARCA DE JALES,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","9.166,70",,"41.858,60","3.025,01","5.861,30",,,"8.886,31","32.972,29",,
JOSE LUIZ DE JESUS VIEIRA,1ª VARA CÍVEL DO FR VI  PENHA DE FRANÇA,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","14,43",,"34.153,71","3.184,23","6.163,41",,,"9.347,64","24.806,07",,
MILENA DE BARROS FERREIRA,5ª VARA CÍVEL DA COMARCA DE FRANCA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55","185,00",,"9.584,78","24.554,50",,
TAMARA HOCHGREB MATOS,24ª VARA CÍVEL,Juiz de Direito Titular I,"28.947,55",,,"814,00","9.649,10",,"39.410,65","3.184,23","6.215,55","37,00",,"9.436,78","29.973,87",,
HEITOR KATSUMI MIURA,FORUM DA COMARCA DE FERNANDÓPOLIS,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"39.106,73","9.166,70","13.750,08","89.523,68","4.537,51","5.757,03",,,"10.294,54","79.229,14",,
ANDRE PASQUALE ROCCO SCAVONE,2ª VARA CÍVEL DA COMARCA DE DIADEMA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.701,73","9.649,10",,"44.298,38","3.184,23","4.001,26","8.051,94",,"15.237,43","29.060,95",,"4.136,45"
EDUARDO HIPOLITO HADDAD,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.096,48",,"43.788,38","3.025,01","6.259,33","6.882,12",,"16.166,46","27.621,92",,
GUSTAVO SAUAIA ROMERO FERNANDES,VARA JUIZ ESP CÍVEL E CRIM DA C DE EMBU DAS ARTES,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73",,,"32.691,90","3.025,01","5.861,30","111,00",,"8.997,31","23.694,59",,
MARIA FERNANDA BELLI,25ª VARA CÍVEL,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","4.824,55",,"38.963,83","3.184,23","6.215,55","2.345,59",,"11.745,37","27.218,46",,
MARCOS ALEXANDRE SANTOS AMBROGI,"VARA DO JÚRI, EXEC CRIM INF E DA JUV DA C DE MAUÁ",Juiz de Direito de Entrância Final,"28.947,55",,,"6.721,73","9.649,10",,"45.318,38","3.184,23","6.215,55",,,"9.399,78","35.918,60",,"1.654,58"
FERNANDA AFONSO DE ALMEIDA,19ª VARA CRIMINAL,Juiz de Direito Titular I,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55","185,00",,"9.584,78","24.554,50",,
ALEXANDRE DAS NEVES,VARA JUIZADO ESPEC CÍVEL E CRIM DA C DE GUARUJÁ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.184,23","6.059,14",,,"9.243,37","34.545,01",,
SERGIO SERRANO NUNES FILHO,1ª VARA DA FAZENDA PÚBLICA,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","32,83","14.473,77","48.645,88","4.776,34","6.215,55","2.430,87",,"13.422,76","35.223,12",,
SIMONE CRISTINA DE OLIVEIRA SOUZA DA SILVA,FORUM DA COMARCA DE CAÇAPAVA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"7.691,73","9.166,70",,"44.358,60","3.025,01","5.861,30","6.514,85",,"15.401,16","28.957,44",,
RODRIGO CESAR FERNANDES MARINHO,4ª VARA CÍVEL,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","21.228,02",,"55.367,30","3.184,23","6.215,55",,,"9.399,78","45.967,52",,
BRUNO MACHADO MIANO,VARA DA FAZENDA PÚBLICA DA C DE MOGI DAS CRUZES,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.184,23","6.215,55","7.026,72",,"16.426,50","27.361,88",,
EMERSON GOMES DE QUEIROZ COUTINHO,1ª VARA DA COMARCA DE MOGI MIRIM,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","1.222,22","13.750,08","47.664,20","4.537,51","5.861,30","2.605,59",,"13.004,40","34.659,80",,
FABIO LUIS CASTALDELLO,VARA JUIZADO ESPEC CÍVEL DA C DE INDAIATUBA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","10.774,80",,"44.914,08","3.184,23","6.215,55",,,"9.399,78","35.514,30",,
FABIO EVANGELISTA DE MOURA,2ª VARA CÍVEL DA COMARCA DE LEME,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.928,53","9.166,70","13.750,08","56.345,48","4.537,51","5.861,30",,,"10.398,81","45.946,67",,
LEONARDO MARZOLA COLOMBINI,3ª VARA CRIMINAL DA COMARCA DE ATIBAIA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","9.166,70",,"41.858,60","3.025,01","5.861,30",,,"8.886,31","32.972,29",,
ALESSANDRA BARREA LARANJEIRAS,FORUM DA COMARCA DE SÃO JOSÉ DOS CAMPOS,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.558,33","1.447,38",,"34.505,88","3.025,01","6.259,33","296,00",,"9.580,34","24.925,54",,
MARIA HELOISA NOGUEIRA RIBEIRO MACHADO SOARES,3ª VARA CÍVEL DA COMARCA DE OLIMPIA,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.600,73","458,05",,"33.558,95","3.019,95","5.850,03","46,05",,"8.916,03","24.642,92",,
EMANUEL BRANDAO FILHO,6ª VARA CÍVEL DO FORO REGIONAL II  SANTO AMARO,Juiz de Direito Titular II,"28.947,55",,,"5.191,73",,"14.473,77","48.613,05","4.776,34","6.215,55",,,"10.991,89","37.621,16",,
MARCOS JOSE CORREA,FORUM DA COMARCA DE SOROCABA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.145,41",,"43.837,31","3.025,01","6.259,33","1.447,37",,"10.731,71","33.105,60",,
CARLOS FAKIANI MACATTI,2ª VARA CÍVEL DA COMARCA DE BARRETOS,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73",,,"32.691,90","3.025,01","5.861,30",,,"8.886,31","23.805,59",,
CLAUDIO ANTONIO MARQUESI,24ª VARA CÍVEL,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.184,23","6.215,55","29,00",,"9.428,78","34.359,60",,
ALEXANDRE MORGAN DE GODOI,2ª VARA FAMÍLIA E SUCESSÕES COMARCA GUARUJÁ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.163,41",,,"9.347,64","24.791,64",,
ANTONIO MANSSUR FILHO,2ª VARA CÍVEL DO FORO REGIONAL VIII TATUAPÉ,Juiz de Direito Titular I,"28.947,55",,,"5.191,73","9.649,10","14.473,77","58.262,15","4.776,34","6.059,14",,,"10.835,48","47.426,67",,
ADRIANA GATTO MARTINS BONEMER,FORUM DA COMARCA DE FRANCA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.580,93","1.398,96",,"34.480,06","3.025,01","6.246,02","309,00",,"9.580,03","24.900,03",,"1.654,58"
FERNANDO MARTINHO DE BARROS PENTEADO,VARA JÚRI EXEC CRIM DA C DE SÃO BERNARDO DO CAMPO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
MARIA CAROLINA DE MATTOS BERTOLDO,21ª VARA CÍVEL,Juiz de Direito Titular II,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55","29,00",,"9.428,78","24.710,50",,
ALICE GALHANO PEREIRA DA SILVA,VARA CRIMINAL E DO JUIZ ESPEC CRIM FR VII ITAQUERA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
ALEXANDRA LAMANO FERNANDES,FORUM DA COMARCA DE CABREÚVA,Juiz de Direito de Entrância Inicial,"26.125,92",,,"5.191,73","3.483,36",,"34.801,01","2.873,85","5.692,65","111,00",,"8.677,50","26.123,51",,
RODRIGO BARBOSA SALES,3ª VARA CRIMINAL DA COMARCA DE SÃO VICENTE,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55","4.310,09",,"13.709,87","20.429,41",,"3.971,45"
CARLA MILHOMENS LOPES DE FIGUEIREDO GONCALVES DE BONIS,FORUM DA COMARCA DE SANTOS,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.632,48",,"34.324,38","3.025,01","6.259,33",,,"9.284,34","25.040,04",,
ANA CAROLINA NETTO MASCARENHAS,VARA DO JUIZADO ESPECIAL CÍVEL DO FR IV  LAPA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.184,23","6.215,55",,,"9.399,78","34.388,60",,
SILAS SILVA SANTOS,2ª VARA CÍVEL DA COMARCA DE PRESIDENTE PRUDENTE,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55","37,00",,"9.436,78","24.702,50",,"827,29"
KARLA PEREGRINO SOTILO,FORUM DA COMARCA DE SOROCABA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,52",,"34.139,42","3.025,01","6.259,33",,,"9.284,34","24.855,08",,
MONICA DI STASI GANTUS ENCINAS,3ª VARA CÍVEL,Juiz de Direito Titular II,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
DANIEL TOSCANO,8ª VARA CÍVEL DA COMARCA DE S JOSÉ DOS CAMPOS,Juiz de Direito de Entrância Final,"28.947,55",,,"10.200,87",,,"39.148,42","3.184,23","4.133,70","7.570,36",,"14.888,29","24.260,13",,"10.820,78"
JULIO ALEXANDRE FELIX DE FARIA,2ª VARA DA FAM E SUCESSÕES DO F R XI  PINHEIROS,Juiz de Direito Titular II,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.184,23","6.163,41",,,"9.347,64","34.440,74",,
CAROLINA MOREIRA GAMA,FORUM DA COMARCA DE RIBEIRÃO PRETO,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.096,48",,"43.788,38","3.025,01","6.259,33","37,00",,"9.321,34","34.467,04",,
JOELIS FONSECA,2ª VARA CÍVEL DA COMARCA DE RIO CLARO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.253,48","6.215,55",,,"9.469,03","34.319,35",,
JOSE MANUEL FERREIRA FILHO,3ª VARA CRIMINAL DA C DE SÃO JOSÉ DO RIO PRETO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.184,23","6.059,14","74,00",,"9.317,37","34.471,01",,
LUCIANA ANTUNES RIBEIRO CROCOMO,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33",,,"9.284,34","24.854,94",,
RENATA ROSA,VARA DA FAM E DAS SUCESSÕES DA COM DE CATANDUVA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
DANIELA DE CARVALHO DUARTE,5ª VARA CRIMINAL DA C DE SÃO BERNARDO DO CAMPO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,"14.473,77","48.613,05","4.776,34","6.215,55","740,00",,"11.731,89","36.881,16",,
PATRICIA SOARES DE ALBUQUERQUE,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","11.096,48",,"43.788,38","3.025,01","6.259,33","2.186,00",,"11.470,34","32.318,04",,
RICARDO TSENG KUEI HSU,VARA JUIZADO ESPEC CÍVEL E CRIM C DE SUZANO,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73",,,"34.139,28","3.184,23","6.215,55",,,"9.399,78","24.739,50",,
PAULO ROBERTO CICHITOSI,VARA JUIZADO ESPEC CÍVEL E CRIM DA C DE JACAREÍ,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.184,23","6.215,55","74,00",,"9.473,78","34.314,60",,
ROSSANA LUIZA MAZZONIDE FARIA,FORUM DA COMARCA DE CARAPICUÍBA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.222,25",,,"34.169,80","3.184,23","6.215,55","111,00",,"9.510,78","24.659,02",,"1.654,58"
EWERTON MEIRELIS GONCALVES,2ª VARA CRIMINAL DA COMARCA DE FRANCA,Juiz de Direito de Entrância Final,"28.947,55",,,"7.990,85","9.649,10",,"46.587,50","3.184,23","6.007,00",,,"9.191,23","37.396,27",,"13.576,29"
ROBERTO SOARES LEITE,1ª VARA CÍVEL DA COMARCA DE BIRIGUI,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"6.905,73",,,"34.405,90","3.025,01","5.861,30",,,"8.886,31","25.519,59",,"1.654,58"
FABIO FERNANDES LIMA,2ª VARA CÍVEL DA COMARCA DE BOTUCATU,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"7.943,77","11.096,48",,"46.540,42","3.025,01","6.259,33",,,"9.284,34","37.256,08",,"3.039,52"
CARLOS JOSE GAVIRA,TRIBUNAL DE JUSTIÇA,Juiz de Direito Auxiliar  Capital/Interior,"27.500,17",,,"5.191,73","1.447,38",,"34.139,28","3.025,01","6.259,33",,,"9.284,34","24.854,94",,
JULIANA SALZANI,2ª VARA DA COMARCA DE GUARATINGUETÁ,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73",,,"32.691,90","3.025,01","5.861,30",,,"8.886,31","23.805,59",,
ADEILSON FERREIRA NEGRI,2ª VARA DAS EXEC CRIMINAIS DA C DE ARAÇATUBA,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.184,23","6.163,41",,,"9.347,64","34.440,74",,
LUCIANA VIVEIROS CORREA DOS SANTOS SEABRA,VARA DAS EXECUÇÕES CRIMINAS DA C DE SÃO VICENTE,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.184,23","6.215,55",,,"9.399,78","34.388,60",,
WENDELL LOPES BARBOSA DE SOUZA,3ª VARA DA FAMÍLIA E DAS SUCESSÕES,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.649,10",,"43.788,38","3.184,23","6.215,55","37,00",,"9.436,78","34.351,60",,
JOSE DANIEL DINIS GONCALVES,VARA DA FAZENDA PÚBLICA DA C DE ARAÇATUBA,Juiz de Direito de Entrância Final,"28.947,55",,,"9.193,72","10.131,57",,"48.272,84","3.178,90","6.203,70","48,42",,"9.431,02","38.841,82",,
GUILHERME FERNANDES CRUZ HUMBERTO,9ª VARA CÍVEL DA COMARCA DE CAMPINAS,Juiz de Direito de Entrância Final,"28.947,55",,,"5.191,73","9.649,10","14.473,77","58.262,15","4.776,34","6.215,55",,,"10.991,89","47.270,26",,
PAULO CESAR RIBEIRO MEIRELES,1ª VARA DA COMARCA DE GUARATINGUETÁ,Juiz de Direito de Entrância Intermediária,"27.500,17",,,"5.191,73","3.666,60",,"36.358,50","3.025,01","5.975,92",,,"9.000,93","27.357,57",,
MARCELO BONAVOLONTA,2ª VARA DA COMARCA DE SANTA FÉ DO SUL,Juiz de Direito de Entrância Inicial,"26.125,92",,,"22.871,73","10.540,95",,"59.538,60","2.873,85","5.902,87","37,00",,"8.813,72","50.724,88",,"4.136,45"
